商品名称,券后价,店铺名称,好评数
【药房直售】助听器配件耳塞头硅胶耳道耳内式入耳式无线隐形专用 【进口】【西门子黑色单层】耳塞S号,39.0,珀菲娜大药房旗舰店,0
凯洋运动轮椅加固铝合金充气减震轮可快拆设计带防后翻轮超轻便携可放副驾残疾人比赛竞技手推车轮椅车 KY778L(钢线轮子坐宽38cm可快拆）,1776.0,凯洋旗舰店,5
凯洋 肘杖KY9332L骨折老人残疾拐棍助行器 铝合金肘拐手杖 医用省力便携防滑升降 双重调节肘拐 双重调节铝合金便携肘拐（KY9332L）,78.0,凯洋旗舰店,0
【药房直售】孕产妇加大产褥垫90*150cm产后护理垫4片超大厚款绵柔吸水亲肤 蓝色(子初产褥垫60*90mm十片),42.06,珀菲娜大药房旗舰店,0
双面眼罩睡眠遮光专用睡觉女生挂耳透气非真丝男冰袋热敷助眠 【春夏撞色】温面绿/凉面黄 |,61.24,启焰大药房旗舰店,0
【药房直售】诺宁牌无菌创可贴透气棉质防磨脚透气止血小伤创口贴敷伤口止血贴 创口贴20片装(散装太少不购买),15.0,启焰大药房旗舰店,4
生理海盐水鼻腔喷雾洗鼻器儿童成人过敏鼻炎鼻塞清洗液冲洗通鼻 百亿补贴钜惠冲量+淘金币抵扣+贈鼻炎凝胶+买家秀征,63.0,派维诗大药房旗舰店,0
【药房直售】色素分解液美容院专用 色素溶解液vc精华液排色液分解美容院专用 1盒 共28支,28.8,珀菲娜大药房旗舰店,0
【药房直售】华南医药研发院生物酶牙膏溶菌酶清新口气亮洁白 华南医药益生菌牙膏1支无,27.0,派维诗大药房旗舰店,0
GORGENOX德国gorgenox10套升级12套洗碗机嵌入式台式两用高温uv除菌一级水效热风烘干可洗锅 黑色（可延迟发货）,3249.0,GORGENOX官方旗舰店,2
鳄鱼宝宝（CrocoBaby）小黄鸭儿童牙膏含氟益生菌固齿防龋齿水果味 1-6岁香橙味,17.9,鳄鱼宝宝旗舰店,4
樱花(SAKURA)燃气灶双灶具家用台式嵌入式两用灶具高效节能熄火保护猛火灶煤气灶台可调节底盘 BGC1T【天然气】可调底盘 4.5KW,485.99,樱花京东自营官方旗舰店,3700
京东洗衣服务 衣服任洗4件1次 价值2000元内衣服不限类型 上门取送 ,89.0,京东服务自营旗舰店,200000
nywow o女娲oao兰花油台湾精华液晶润养肤抗皱修复送女友爱人情人节礼物 晶润兰花油-70ml,1327.0,nywow o旗舰店,80
欧莱雅紫熨斗眼霜女二代淡纹玻尿酸黑眼圈眼袋细纹提拉紧致护肤品礼物女 2代紫熨斗眼霜7.5ml*8支（共60ml,79.99,新启航美妆护肤专营店,7
蜜丝婷（Mistine）美白防晒喷雾脸部全身隔离紫外线学生军训户外防水防汗防晒霜套装 【海岛级防晒】美白喷雾 120ml,52.0,亿天美个护专营店,100
旷古农业云南七彩花生带壳生花生原味健康粗粮 2斤带壳花生,62.6,旷古农业生鲜专营店,10
优形（ishape）就是嫩鸡排橄榄油半成品低脂香煎代餐鸡胸肉生鲜冷冻鸡肉水煎鸡扒 【嫩鸡排1000g】100g*10片,49.9,优形（ishape）肉制品旗舰店,1600
蒙牛(JD/SF发货)随变香草随芯脆随芯果蒙牛圈伊利巧乐兹冰淇淋雪糕批 40支随变经典香草口味,102.9,栖峰食品专营店,2
蒙牛[顺丰发货(冰袋保鲜)]每日鲜酪低温风味酸奶原味牛油果味100g每杯 牛油果味12杯,53.9,栖峰食品专营店,1
绿联 Type-C转接头USB3.0安卓手机接U盘OTG数据线苹果MacBook通用华为iPad电脑 【Type-c转USB3.0】-铝合金款,13.8,绿联三顺专卖店,10
海尔（Haier）家用电热水器60升3300W变频速热小尺寸一级能效储水式洗浴洗澡金刚无缝胆 锆金镁棒免更换D3K 60L 3300W 镁棒免换/变频,1449.0,海尔智慧浴室旗舰店,4
海尔（Haier）燃气热水器天然气 家用无级变频水伺服 恒温静音节能5分段下置变频风机密闭稳燃舱增压强排式 13L 【新品白月光】变频水伺服+下置密闭舱,2499.0,海尔智慧浴室旗舰店,100
家味康广式腊肠广东香肠薄盐广味风干腊肠糖酒风味广东特产腊味薄盐腊肠 400g 【广式薄盐腊肠二八肥瘦】,33.9,家味康旗舰店,100
太弘黄颡鱼饵料黄辣丁饵料野钓专用昂刺鱼饵黄骨黄刺黄丫头颗粒窝料 羊油颗粒450克1包,6.53,兴哥户外渔具小店,0
联想台式电脑整机 i3 i5 i7 商务办公家用游戏娱乐主机显示器全套台式机整机 二手台式机办公电脑 套餐一：G620双核 4G 500G基础办公 单主机【不含显示器】 9成新,278.7,雷立二手电脑专营店,50
瑞思迈ResMed AirMini呼吸机口鼻罩Airfit N20面罩含头带 面罩含头带,446.0,启焰大药房旗舰店,0
Merrydolly半年抛美瞳彩色近视隐形眼镜2片高至1000度可选自然水润通勤日常 告白山茶棕5102（14.2mm/温柔系小白花) 850度,24.0,魅瞳美妆卖场店,9
豫翎适用于奔驰GLB220钥匙套GLB200真皮钥匙包男女士遥控保护壳锁匙扣 高粱红色,118.0,路放汽车用品专营店,0
CAMOCA切菜机家用电动切菜神器多功能切片刨丝器暴风切片机切丝机 升级款250W【加大口径-5组刀片】,290.22,CAMOCA潮流厨电旗舰店,10
鹏优婴儿衣服纯棉春夏秋薄新生儿礼盒套装初生宝宝刚出生礼物母婴用品 22件套森林乐园四季款 0-6个月,179.0,鹏优母婴官方旗舰店,30
天帕智利中央山谷原瓶原装进口 干红葡萄酒品种级红酒750ml*6瓶 梅洛品种整箱送礼袋,298.0,玫嘉官方旗舰店,80
喜力经典啤酒330ml*30听整箱装 喜力啤酒Heineken,199.0,喜力啤酒京东自营旗舰店,48000
天柱原木抽纸大包纸巾m码家用卫生纸餐巾纸面巾纸婴儿擦手纸整箱批发 8大包【175*141mm*400张】,9.9,天柱官方旗舰店,70
蓬松生活蓬松生活75%酒精湿巾  随身装 酒精片吉签一次性杀菌便携装小包 酒精湿巾20抽/包*5包,9.9,蓬松生活旗舰店,20
蛙王蚊香盘香有效驱蚊灭蚊防蚊虫叮咬民宿室内卧室可用户外檀香神器 奇效灭蚊王3盒（60盘）,19.9,元逸家庭清洁专营店,300
卓蓝雅(ZOOLY)原液萃取生姜去屑舒缓清爽洗发水男女士姜汁洗发露 去屑洗发水800mL,75.0,卓蓝雅官方旗舰店,1700
玫丽盼（Milbon）日本进口玫丽盼发膜三部曲 免蒸水疗干枯毛躁烫染前男友倒膜沙龙 玫丽盼MUX粗硬发质 600g*3,599.0,亿天美个人护理专营店,10
施华蔻（Schwarzkopf）专业欧悦缇玫瑰精油精华素 顺滑保湿免洗润发修复受损干枯护发素 欧悦缇玫瑰精油 100ml 1瓶,107.0,亿天美个护专营店,10
卓蓝雅(ZOOLY)生姜洗发水400/400ml*2原液萃取控油洗发露柔顺润养护发素 生姜固发洗发水400mL,45.0,卓蓝雅官方旗舰店,1100
施华蔻（Schwarzkopf）怡然染发摩丝染发剂纯泡泡遮白发染发膏植物自然黑色泡沫染膏男女 暮霭深棕3.0【网红黑茶色】,65.0,亿天美个护专营店,500
丝蕴（syoss）塑型劲强啫喱膏 保湿定型强力持久油头背头男士保湿哑光啫喱水 180ml 1瓶 啫喱膏,23.0,亿天美个护专营店,20
玫丽盼（Milbon）日本泡沫发蜡摩丝 造型保湿护卷羊毛卷定型泡泡发胶湿发男女士 玫丽盼造型摩丝【5号升级款】,109.0,亿天美个护专营店,500
SUAVECITO骷髅头旅行装发胶定型喷雾干胶托运上飞机头发造型自然蓬松啫喱水 旅行装发胶100ml,26.0,亿天美个人护理专营店,400
阿道夫沐浴露泡泡慕斯香氛精油沐浴乳液持久留香男女士清爽保湿补水滋润 【幽香迷人】精油沐浴露420mL,42.0,亿天美个护专营店,50
马栗露德国原装进口马膏官方马栗乐热凝胶身体腰椎关节油冷敷按摩舒缓膏 德国PZN认证热感马膏白金版250mL,178.0,马栗露旗舰店,8
洁婷卫生巾290mm樱花透气极薄棉柔亲肤日夜兼用姨妈巾 棉柔 290mm 72片,49.9,呢嘀购卖场店,0
舒适达护釉健牙釉修复牙膏 防蛀固齿抗敏感 突破性FLUOROCTION牙釉重塑 护釉健焕亮美白牙膏100g*2,68.0,舒适达旗舰店,200
Real Techniques美妆蛋 不易吃粉 干湿两用 粉扑  Real Techniques美妆蛋+丝绒蛋,34.0,Real Techniques京东自营旗舰店,40
九牧（JOMOO）轻智能马桶一体机全自动冲水恒温座圈抗菌虹吸式一级水效坐便器 零压脚感轻智能马桶SQ6442 305坑距(290-390以内选择),2049.0,九牧家装旗舰店,300
沃特浦塑钢泥玻璃胶防霉防水厨卫专用水池厨房台面水槽马桶封边密封胶 150克2支【手挤型】约10米 +工具,47.9,沃特浦官方旗舰店,200
天福  有情香片茶叶 茉莉花茶 寿毫茉莉花茶-S1 200克装,47.0,天福茗茶茶具旗舰店,20
奥克斯商用消毒柜双门不锈钢立式大容量厨房餐饮酒店餐厅食堂饭店餐具消毒碗柜热风循环多功能消毒柜商用 高温二星级（双门深网八层720L）,3249.0,奥克斯湘商专卖店,1
美标厨卫不锈钢五金配件防臭过滤卫生间下水道地漏浴室防虫地漏9206 9202防臭地漏,101.0,美标卫浴官方旗舰店,20
岑迷对讲机写频线 适配摩托罗拉Z418 DMR数字对讲机写频线 数据编程线,49.72,壹旺数码专营店,1
乐歌（Loctek） 电动升降桌智能电脑桌简约工作站立办公家用书桌台式电脑桌子E2 【新品ES2】银灰桌腿+灰木纹桌板 桌板尺寸1.6*0.8m,1749.0,乐歌旗舰店,500
富士樱 适用东芝T-2025/200S 硒鼓 e-STUDIO 200S TOSHIBA打印机墨粉盒,154.0,奥仕智能办公专营店,1
蓬松生活洗面干湿两用洗脸巾一次性 珍珠纹/平纹洁面巾抽取式婴儿清洁柔巾  【大尺寸】云柔洗脸巾60抽*3包,24.9,蓬松生活旗舰店,900
械字号医用重组人源化胶原蛋白敷料面部膜冷敷贴医用退热补水保湿感肌晒后医美 一盒【5片装】,7.8,腾润医疗器械专营店,1000
hohem浩瀚XE手机云台稳定器手持三轴防抖拍摄自拍杆 259g小巧便携可折叠 黑色款 XE【标配】,279.0,浩瀚卓越手持稳定器旗舰店,100
LG洗烘套装全嵌 13KG全自动变频直驱滚筒洗衣机+10公斤热泵双变频烘干机 低温干衣 蒸汽除菌家用 【大容量】银FCW13Y4P+RH10V9PV2W,14299.0,LG家电旗舰店,200
北极熊冰柜商用家用卧式冷柜大容量冷藏冷冻单温双温冰柜 双门单温528L 一级能效 全国联保,1209.0,北极熊商用电器旗舰店,40
海雀500万超清摄像头监控器家用360度无死角夜视全景语音手机远程家庭室内婴儿宝宝老人宠物看护AI侦测 【店长推荐-360°旋转全彩】送64G卡,261.0,海雀官方旗舰店,1200
【药房直售】背背佳驼背器矫姿背带挺胸隐形纠正开肩直背部 M（90-120）斤,23.36,启焰大药房旗舰店,10
情姝超大加厚自动收口手提式垃圾袋45*50*cm加厚抽绳式家用清洁 抽绳垃圾袋加厚 黑色300只装【加厚】,14.9,缔凡家庭清洁专营店,300
蓬松生活湿纸巾婴儿湿巾大包 家用儿童宝宝卫生EDI纯水湿手巾手口湿巾擦嘴 【蓝色款】50g 80抽 5包,24.9,蓬松生活旗舰店,2200
海尔（Haier）S60Pro掌静脉识别全自动智能锁指纹锁密码锁防盗门锁 S60 Pro 曜石黑【掌静脉+人脸】,1699.0,海尔电子锁旗舰店,50
欧标防盗门锁体机械锁体7260锁体机械多功能安全门锁体不锈钢安静 7260锁体,51.0,亮光五金电器厂店,1
擦鼻子专用纸湿巾 她研社乳霜纸奶滑小方抽纸6层超厚20抽柔软面巾c1軛閼 4包80抽6层加厚乳霜纸,34.0,艾薇容大药房旗舰店,0
溶液皮肤液伤口清洗黄药水雷夫诺尔消毒液 套餐一,15.0,艾薇容大药房旗舰店,0
海尔（Haier）【新品艺术冰吧】海尔超薄冰吧家用客厅冷藏柜水果茶叶冰箱办公室酒柜保鲜柜透明玻璃门立式冰柜 1 50升烟波绿｜风冷无霜｜黑金净化｜2023上新,2699.0,海尔冰吧酒柜旗舰店,100
枪手（GUNNER）无味杀虫剂气雾剂家用600ml杀虫气雾喷雾剂 灭苍蝇蚊子蟑螂无味 600ml(2瓶),23.8,腾实驱蚊驱虫店,0
螨虫天敌 除螨喷雾剂 自动除螨虫喷剂螨立净杀螨虫神器 青花椒螨虫喷雾 除螨液,22.0,螨虫天敌旗舰店,80
先科 吊球音响喇叭套装蓝牙背景音乐音箱天花吊顶吸顶装悬挂式奶餐厅咖啡厅超市商店铺公共广播音箱 同轴吊球1个（需连接定压功放机使用播放）,114.0,荣腾盛豪数码专营店,40
福牌阿胶 福胶即食阿胶糕200g【李一桐推荐款】（阿胶添加量18%）礼盒装 送父母长辈妈妈生日礼物 单盒装（无礼袋）,129.0,福牌阿胶药品旗舰店,40
【2024新枸杞】陇宇 青海黑枸杞送礼佳品枸杞子礼盒花青素泡水地道青海枸杞 特大果100g,29.9,陇宇滋补官方旗舰店,8
菊花枸杞决明子茶桂花金银花茶养生茶包茶泡茶水喝的东西茶叶 4盒,30.36,齐昇传统滋补经营部,2
沃特浦 补墙膏墙面修补材料防水免漆补墙膏家用白色防霉抗碱腻子膏 5斤【送封闭剂】防水防霉,116.0,沃特浦官方旗舰店,60
立邦竹炭抗甲醛5合1乳胶漆京雅居金标超值抗菌净味环保室内家用涂料 18L 面漆-约可涂110㎡ 桶（免费调色）,838.0,立邦旗舰店,60
沃特浦防水涂料屋顶防水补漏材料房顶裂缝防水胶沥青王房屋楼顶防漏水胶 【超值装】黑色4斤 单遍约4平,43.0,沃特浦官方旗舰店,35000
沃特浦 水管强力防水补漏胶带下水管带水堵漏暖气片补漏修补漏水贴 0.025㎡ 1mm 缠绕止漏带2.5cm*1m,23.0,沃特浦官方旗舰店,200
立邦 美缝剂优氧水性环保抗菌款瓷砖地砖勾缝剂防水填缝剂地暖可用 【抗菌水性】云石灰,45.71,立邦旗舰店,6300
九极牌九极益康绮丽欣泰丽延安泰口服液天姿韵胶原蛋白果饮极力钙 九极益康口服液,230.88,启焰大药房旗舰店,1
【官方】淫羊藿NBB男士修复膏可搭海绵博士西洋参马鹿茸牡蛎片增强大长粗阴茎久持不射变硬男性保健用品 NBB修复膏1瓶+NBB海绵博士1瓶【黑白兼修】,718.2,泥忆卖场店,0
美澳健鱼油软胶囊正品100粒/瓶 成人鱼肝油中老年补助降血脂保健深海鱼油 1瓶（100粒）,43.8,四季道大药房旗舰店,1
AG小绿粉新西兰原装进口膳食营养粉补充剂 AG小绿粉辅酶Q10 含益生菌复合维生素vcve成人 90天组合装（30天袋装*2+30天礼盒装*1）,1767.0,Athletic Greens 海外旗舰店,400
Naturewise美国10000iu活性25羟基维生素d3阳光瓶胶囊vd补钙180粒增强免疫送礼 （1瓶装）10000iu健身人群/大基数，180粒,179.0,naturewise海外旗舰店,100
【大药房直售】酵母锌婴儿凝胶糖果富锌酵母0-3岁宝宝儿童缺锌补丨锌挑食厌食发 锌一盒(30粒),32.0,邻吉仕大药房旗舰店,0
新西兰进口奈氏力斯矿物盐钙片可搭配青少年儿童男女成长通用牛乳高钙产品使用 1瓶基础装【初步激活】拍3件送1瓶，钙有利骨骼健康,248.0,泥忆卖场店,5
药房直售健尔马氨糖软骨素加钙90粒钙片碳酸钙中老年补钙软 氨糖软骨素大瓶装90粒/1瓶,36.0,堡思曼大药房旗舰店,0
高原康胶囊西藏自驾拉萨高原旅游反应药房同售成人儿童稻城亚丁云南青海可配合红景天口服液胶囊携氧片速达养 3盒装【实发4盒】,140.0,恒通丽康保健品专营店,50
DOBO噗噗片便秘清肠排毒清宿便西梅膳食纤维通便酵素 英国进口 【噗噗顺畅】加强版80粒,148.0,hbuy海外官方旗舰店,100
【药房直售】从颜堂 鹅肌肽酸友二肽鹅肌肽小分子肽成人中老年 1瓶标准装(120粒),16.0,堡思曼大药房旗舰店,0
Naturewise阳光蓝瓶400iu维生素d3婴幼儿童3岁以下活性维生素D3软胶囊低敏宝宝促钙吸收 （1瓶装）400iu儿童维生素D3,148.0,naturewise海外旗舰店,30
小葵花妈咪 爱乳铁蛋白益生菌调制乳粉婴幼儿蛋白营养粉免疫球蛋白 1罐(60g),47.0,派维诗大药房旗舰店,0
ZOBO正牌138粗细两用烟嘴过滤器抛弃型一次性男女士三重过滤烟嘴 138粗细两用三重烟嘴96支,45.0,ZOBO正牌烟嘴经营部,2
九牧（JOMOO）角阀厨卫家用冷热三角阀热水器水球阀防爆耐用止水阀马桶八字阀 单冷角阀74098（带止回阀）,29.9,九牧家装旗舰店,200
陌痕圆框眼镜近视女超轻防蓝光学生平光镜男可配度数眼镜框架大脸显瘦 玫金色 特薄1.61防蓝光（0-600度）,84.0,陌痕眼镜旗舰店,30
黄桃 新中式翻斗式超薄鞋柜家用门口进门一体靠墙入户柜 50长17厚120高（厘米） 组装,323.0,黄桃旗舰店,30
蝶缘手摇式晾衣架阳台顶装固定铝合金凉衣杆凉衣架手动升降晾衣杆架子 【黑】杆长2.40米【凹槽防风款】 单杆单手摇【不包安装】独立升降,243.0,蝶缘旗舰店,3
蝶缘便携式多功能晾衣架落地折叠伸缩晾衣杆室内免安装宝宝凉晒衣架杆 白色双层22杆+24夹子+万向轮 （4脚支撑）免安装,423.0,蝶缘旗舰店,20
蝶缘阳台双层晾衣架顶装固定晾衣杆凉衣架凉衣杆防风吊杆晒被架挂衣杆 凹槽三杆2.04米【底座20cm】 【全国上门包安装】银色,586.0,蝶缘旗舰店,70
首力炒锅把手防烫隔热套平底铁锅锅铲耐高温硅胶缠绕带锅柄大勺手柄套 【小号】,7.1,真子装饰材料旗舰店,0
格力（GREE）空调挂机 天仪新一级能效家用变频冷暖卧室壁挂式挂机 1.5匹,2698.0,格力云金专卖店,20
DR BUNNY兔博士兔粮幼兔兔粮专研 兔粮兔饲料兔子食物粮食宠物兔成兔兔粮 900g 1袋 幼兔粮,47.0,宠物干线旗舰店,1
毓婷医用阴道修护凝胶紧致阴道神器产后补水女性私密致紧 医用紧致凝胶【2.5g/支】,39.0,毓婷医疗器械旗舰店,0
恒康接尿器卧床男用老人硅胶小便器男女集尿袋瘫痪导尿器尿壶 硅胶男士正常型,42.0,派维诗大药房旗舰店,0
遮盖贴布遮光胶带遮盖皮肤308光疗贴布遮盖布 贴布遮盖布一卷 遮盖布一卷,42.0,艾薇容大药房旗舰店,0
RedDog红狗猫多维冻干片猫咪维生素复合防掉毛宠物营养补充剂 复合维生素片80g(200片),61.0,红狗旗舰店,70
追觅S30pro ultra s20pro官翻机扫地机器人扫拖一体自动清洗全自动拖地机器人吸尘三合一超薄机器人 S30 Pro Ultra水箱版【B级-轻微试用】,2649.0,追觅清洁除尘官翻机旗舰店,200
美的（Midea）吸尘器家用手持立式吸尘器二合一强劲吸力 SC861A,119.0,美的甄选清洁旗舰店,0
海尔 内衣内裤消毒器带烘干 紫外线杀菌婴儿奶瓶消毒玩具奶嘴碗筷杀菌烘干器16L 白色 16颗紫外线灯珠消毒,589.0,海尔母婴电器旗舰店,0
本高沙屋青瓜沙拉味薯片原切烧烤办公室膨化食品休闲零食110g罐装 蜜糖烤翅味薯片110g(罐装),13.84,淼造食品店,1
美赞臣蓝臻儿童奶粉4段800g（3岁以上） 6罐一箱,1703.0,美赞臣官方专卖店,5800
BTNature蓝胖子无乳糖奶粉中老年成人低GI糖尿病不腹泻贝特恩澳洲进口送礼 【含益生元】奶粉1罐,129.0,Back To Nature海外官方旗舰店,200
蝶缘侧装晾衣杆阳台折叠晾衣架壁挂家用墙上固定晒衣架侧面单杆挂衣架 凹槽防风【银色】杆长2.40米 可折叠35cm底座,223.0,蝶缘旗舰店,30
艾美家云朵被冰柔双感夏被空调被夏凉被A类可机洗水洗家用卧室办公室用 帕尔多绿【一面冰感一面柔感】 150*200cm,485.0,艾美家旗舰店,40
Interlagos日本进口95可水洗羽绒被 4A级黄金灰鹅绒被A类隔水透气防钻绒面料 可水洗95羽绒被空调被夏被 220x240cm(适用1.8m和2.0m床),2139.0,Interlagos官方旗舰店,20
THRoyal 泰国进口乳胶凉席 加厚凉席可水洗学生宿舍冰丝凉席软席子三件套 天真蓝-加厚款(0.5cm) 120*200cm 三件套,299.0,THRoyal官方旗舰店,70
彩虹（RAINBOW） 电热毯双人电褥子（长1.6/1.8米宽1.3/1.5米)电毯子高温自动断电 【双控定时除螨】1.8*1.5m,204.0,彩虹家居旗舰店,100
蘭麗坊 雪尼尔沙发垫四季通用2024新款高级感防滑坐垫皮沙发罩盖布座垫 觅寻-灰色 70*70cm一张,31.4,兰丽坊旗舰店,40
蘭麗坊 夏季藤席飘窗垫窗台垫2024新款阳台垫主卧凉席海绵坐垫子可定制 露黎-米黄 60*160cm一张,61.15,兰丽坊旗舰店,30
纾氏毛巾纯棉吸水不掉毛100%全棉洗脸巾新疆长绒棉高端成人男士洗澡 倾城面巾115g 咖色1条装,5.9,纾氏家纺旗舰店,100
纾氏纯棉100%全棉吸水不掉毛高端成人长绒棉浴巾780g 欧申纳斯浴巾80X160cm蓝色780g,75.9,纾氏家纺旗舰店,5
虹原风尚 四季沙发套罩全包小清新牛奶丝弹力通用型防滑懒人沙发笠盖布套 仙草【牛奶丝】 靠背S【宽30-40cm长60-80cm】,24.0,瑞雅德家纺专营店,40
蘭麗坊 夏季冰丝沙发巾新款高级感轻奢防滑盖布巾整张全盖沙发毯防尘 凉逸-绿色 180*130cm 适合小单人位,115.0,瑞雅德家纺专营店,40
稻花香 咸蛋黄拌面免煮干拌面方便面火鸡面泡面网红速食拌面6盒装 咸蛋黄拌面 6盒,29.9,稻花香旗舰店,3
抽屉式收纳柜塑料家用床头柜多层储物柜衣物置物柜宝宝衣柜 78面宽磨砂白 全大抽 6层,368.9,京小京收纳物品特产店,20
上善若水 铜牛摆件全铜华尔街牛气冲天生肖牛工艺品办公室开业礼物 中大号【长25宽11高14cm】,630.0,上善若水家居旗舰店,100
九牧（JOMOO）面盆龙头冷热304不锈钢洗手盆洗脸盆水龙头卫生间单孔浴室柜台盆水龙头 冷热面盆龙头32373,189.0,九牧家装旗舰店,100
九牧（JOMOO）单冷水龙头洗菜盆厨房洗碗坐式龙头家用洗衣池阳台龙头加长 单冷厨房龙头77020-182,89.0,九牧家装旗舰店,1100
汤臣倍健护肝片奶蓟草澳洲进口BYHEALTH水飞蓟宾姜黄素 熬夜护肝养肝净肝片 肝脏脂肪肝保健品 护肝片120粒*1【拍2件均价105】,119.0,汤臣倍健（BYHEALTH）营养保健海外旗舰店,2100
邵万生上海特产老字号特级香糟卤汁料酒家用黄酒老酒调味凉拌香辣组合 香糟卤1瓶+辣糟卤1瓶,43.9,邵万生旗舰店,1
好适嘉全价烘焙狗粮无谷 高鲜肉含量成犬粮低温烘焙狗干粮彩虹食谱 全价烘焙犬粮 500g,34.0,好适嘉旗舰店,20
SMARTBONES狗零食礼包洁齿骨狗狗磨牙棒鸡肉牛肉幼犬小型犬中大型犬狗咬胶 【力荐】混合口味礼包,161.1,SMARTBONES宠物零食旗舰店,40
优基（YJ）成猫猫粮UG益生菌猫粮成猫鱼肉味全价通用成猫粮营养肠道健康 成猫2kg,85.0,优基旗舰店,400
红狗（RedDog）小绿罐猫罐头主食罐头猫咪零食猫湿粮幼猫成猫增肥补水营养 0乳糖奶罐315g(35g*9袋三种口味),36.89,红狗旗舰店,900
小蛮力1.5mm小颗粒纯豆腐猫砂2.5kg/6L低尘吸水结团除臭不粘底可冲厕所 【经典爆款】1.5mm原味2.5kg,16.9,小蛮力官方旗舰店,10
稻花香米线方便米粉丝老母鸡炖汤过桥米线非油炸整箱泡面多口味可选 私厨米线老母鸡炖汤味 12桶整箱装,39.8,稻花香旗舰店,1400
佳捷仕电动螺丝刀手电钻双速无刷锂转打孔家用充电式多功能工具05-18 05-18V 2.0Ah 双电池 官方标配,245.0,佳捷仕金指数专卖店,3
木川KIKAWA台湾木川KIKAWA水泵KP825NT全自动增压泵自吸泵水泵不生锈稳压泵,1224.0,嘉博文家装建材专营店,0
春江无骨鸡爪酸辣脱骨凤爪开袋即食零食独立包装开袋食品 酸辣味凤爪20g*5,28.0,春江旗舰店,40
紫燕百味鸡 鸭脖锁骨鸭掌鸭脚鸭爪子卤制独立包装零食小吃 孜然鸭锁骨 3盒600g,44.9,紫燕食品旗舰店,4
金珍香酥小黄鱼黄花鱼即食干货鱼干仔海味零食休闲食品 45g藤椒黄鱼酥*1袋,9.65,淼造食品店,0
星臣（STARSUN）单板民谣吉他 F20 F30面单木吉它 男女生通用弹唱指弹新手入门 40英寸F30GA原声款,2650.0,卓韵乐器专营店,3
迦·境 牦牛奶200ml*12盒青藏高原全脂耗牛学生高钙早餐儿童奶孕妇整箱,128.0,迦境官方旗舰店,400
蒙牛奶特香蕉牛奶香草牛奶7月新货243mLx12盒礼盒装早餐牛奶整箱批发 香蕉牛奶12盒,41.9,栖云食品专营店,90
迦·境儿童耗牦牛奶高钙学生早餐奶200ml*10盒*4提整箱祁连山青少年牛奶 儿童奶200ml*10盒*4箱,548.0,迦境官方旗舰店,0
德必胜星卡梦少女花语笔记洋娃娃儿童公主玩具女孩BJD玩偶女生生日礼物 东方桃子 6分娃 高约30CM 28关节,139.0,德必胜玩具旗舰店,6
味滋源 绿豆饼 即食早餐下午茶传统糕点心休闲零食 绿豆饼 原味 300g/盒 1份,9.9,味滋源小貅专卖店,20
味滋源 牛角包夹心面包早餐食品办公室零食下午茶点心小吃-3 100g*2袋（紫米味） 1份,9.9,味滋源小貅专卖店,10
味滋源 休闲零食卤味礼包 辣不重样-卤味大礼包 送女友零食大礼包 卤味大礼包(40包),26.9,味滋源小貅专卖店,1
欢乐家 黄桃罐头900gX2瓶 新鲜水果果肉糖水罐头 大瓶玻璃瓶装 休闲零食 黄桃罐头900gX2瓶,27.9,欢乐家官方旗舰店,600
味滋源居家宅家早餐食品面包 充饥休闲零食 特产小吃点心 牛舌饼 400g/箱 1件,13.9,小貅食品饮料店,2
路狗路狗ROAD DOG民谣吉他琴弦 磷铜 镀膜防锈木吉他弦 套装1-6弦 KC12 012规格PVD离子覆膜,68.0,卓韵乐器专营店,90
风火轮汽车文化藏家挚爱铁底胶胎合金车模双车套装HBL96 福特拉力赛改装车2辆装,98.0,乐倍家玩具店,1
3M 海绵胶带EVA泡绵胶带 单面强力防震密封隔音条 减震防滑胶带 白色 2.5厘米宽*1毫米厚*5米长,33.0,可多拉办公专营店,80
用友凭证纸 KPJ105 A4竖版金额记账凭证打印纸 用友t3 t6 U8 好会计财务软件适用 用友凭证纸KPJ105,149.0,用友办公专营店,50
九牧卫浴花洒喷头淋雨花洒头手持莲蓬头淋浴花洒套装家用淋雨沐浴 3件套（喷头+1.5米软管+墙座）,100.0,九牧家装旗舰店,90
HEALTREE柠檬精油 单方植物精油清新空气香薰精油白皙 愉悦身体按摩spa,98.0,HEALTREE海外官方旗舰店,60
福来（freiol）香氛美肤精华油全身面部美体刮痧保湿紧致提亮玫瑰按摩精油护肤品 【单瓶】玫瑰香美肤精华油 125ml,177.0,亿天美个护专营店,10
岑迷TTC ACE V2新版赤瞳妖屁股轴触底60g五脚轴客制化 ACE-V2--4颗,19.0,壹旺数码专营店,9
科大讯飞AI智能语音鼠标Lite\/Pro电脑无线语音输入声控打字神器办公会议记录语音打字 翻译 讯飞鼠标M110-白色【送定制鼠标垫】,99.0,澳捷智能设备专营店,800
乐光（LEGUANG）HWAP20大功率户外无线AP室外公园wifi覆盖路由器广场学校中继无线基站 【主机+8db全向天线】,674.04,府城网络专营店,30
TP-LINK 外置高增益USB无线网卡免驱动笔记本台式机电脑随身WIFI信号发射器家用无线接收器 TL-XDN7000H免驱版【WiFi6双频】,129.0,府城网络专营店,500
